x,y,heading,s,dst,angle,delta
-9.888859,-12.451913,1.635673,6.629523,-0.126085,0.001573,-0.025060
-9.888859,-12.451913,1.635673,6.629523,-0.126085,0.001573,-0.025060
-9.887753,-12.450574,1.618672,6.629523,-0.126085,0.001573,-0.025060
-9.887753,-12.450574,1.618672,6.629927,-0.039894,0.018527,-0.006126
-9.887753,-12.450574,1.618672,6.629927,-0.039894,0.018527,-0.006126
-9.887753,-12.450574,1.618672,6.629927,-0.039894,0.018527,-0.006126
-9.887753,-12.450574,1.618672,6.629927,-0.039894,0.018527,-0.006126
-9.887753,-12.450574,1.618672,6.629927,-0.039894,0.018527,-0.006126
-9.884903,-12.452968,1.608162,6.629927,-0.039894,0.018527,-0.006126
-9.884903,-12.452968,1.608162,6.626093,0.015322,0.029479,0.006012
-9.884903,-12.452968,1.608162,6.626093,0.015322,0.029479,0.006012
-9.884903,-12.452968,1.608162,6.626093,0.015322,0.029479,0.006012
-9.884903,-12.452968,1.608162,6.626093,0.015322,0.029479,0.006012
-9.884903,-12.452968,1.608162,6.626093,0.015322,0.029479,0.006012
-9.883844,-12.454108,1.601797,6.626093,0.015322,0.029479,0.006012
-9.883844,-12.454108,1.601797,6.623832,0.048114,0.036107,0.013234
-9.883844,-12.454108,1.601797,6.623832,0.048114,0.036107,0.013234
-9.883844,-12.454108,1.601797,6.623832,0.048114,0.036107,0.013234
-9.883844,-12.454108,1.601797,6.623832,0.048114,0.036107,0.013234
-9.883844,-12.454108,1.601797,6.623832,0.048114,0.036107,0.013234
-9.885900,-12.453123,1.597431,6.623832,0.048114,0.036107,0.013234
-9.885900,-12.453123,1.597431,6.624120,0.067941,0.040440,0.017632
-9.885900,-12.453123,1.597431,6.624120,0.067941,0.040440,0.017632
-9.885900,-12.453123,1.597431,6.624120,0.067941,0.040440,0.017632
-9.885900,-12.453123,1.597431,6.624120,0.067941,0.040440,0.017632
-9.884932,-12.455061,1.594995,6.624120,0.067941,0.040440,0.017632
-9.884932,-12.455061,1.594995,6.621590,0.080944,0.043170,0.020506
-9.884932,-12.455061,1.594995,6.621590,0.080944,0.043170,0.020506
-9.884932,-12.455061,1.594995,6.621590,0.080944,0.043170,0.020506
-9.884932,-12.455061,1.594995,6.621590,0.080944,0.043170,0.020506
-9.884932,-12.455061,1.594995,6.621590,0.080944,0.043170,0.020506
-9.889100,-12.451792,1.592484,6.621590,0.080944,0.043170,0.020506
-9.889100,-12.451792,1.592484,6.624607,0.089548,0.045330,0.022443
-9.889100,-12.451792,1.592484,6.624607,0.089548,0.045330,0.022443
-9.889100,-12.451792,1.592484,6.624607,0.089548,0.045330,0.022443
-9.889100,-12.451792,1.592484,6.624607,0.089548,0.045330,0.022443
-9.889100,-12.451792,1.592484,6.624607,0.089548,0.045330,0.022443
-9.890040,-12.451755,1.590499,6.624607,0.089548,0.045330,0.022443
-9.890040,-12.451755,1.590499,6.624243,0.098529,0.047358,0.024442
-9.890040,-12.451755,1.590499,6.624243,0.098529,0.047358,0.024442
-9.890040,-12.451755,1.590499,6.624243,0.098529,0.047358,0.024442
-9.890040,-12.451755,1.590499,6.624243,0.098529,0.047358,0.024442
-9.890040,-12.451755,1.590499,6.624243,0.098529,0.047358,0.024442
-9.889869,-12.452996,1.589942,6.624243,0.098529,0.047358,0.024442
-9.889869,-12.452996,1.589942,6.622843,0.101397,0.048077,0.025087
-9.889869,-12.452996,1.589942,6.622843,0.101397,0.048077,0.025087
-9.889869,-12.452996,1.589942,6.622843,0.101397,0.048077,0.025087
-9.889869,-12.452996,1.589942,6.622843,0.101397,0.048077,0.025087
-9.889869,-12.452996,1.589942,6.622843,0.101397,0.048077,0.025087
-9.890677,-12.452738,1.589009,6.622843,0.101397,0.048077,0.025087
-9.890677,-12.452738,1.589009,6.622930,0.105267,0.049000,0.025953
-9.890677,-12.452738,1.589009,6.622930,0.105267,0.049000,0.025953
-9.890677,-12.452738,1.589009,6.622930,0.105267,0.049000,0.025953
-9.890677,-12.452738,1.589009,6.622930,0.105267,0.049000,0.025953
-9.890677,-12.452738,1.589009,6.622930,0.105267,0.049000,0.025953
-9.889534,-12.452429,1.588516,6.622930,0.105267,0.049000,0.025953
-9.889534,-12.452429,1.588516,6.623042,0.108889,0.049480,0.026726
-9.889534,-12.452429,1.588516,6.623042,0.108889,0.049480,0.026726
-9.889534,-12.452429,1.588516,6.623042,0.108889,0.049480,0.026726
-9.889534,-12.452429,1.588516,6.623042,0.108889,0.049480,0.026726
-9.889534,-12.452429,1.588516,6.623042,0.108889,0.049480,0.026726
-9.888849,-12.453365,1.588493,6.623042,0.108889,0.049480,0.026726
-9.888849,-12.453365,1.588493,6.622043,0.109626,0.049619,0.026887
-9.888849,-12.453365,1.588493,6.622043,0.109626,0.049619,0.026887
-9.888849,-12.453365,1.588493,6.622043,0.109626,0.049619,0.026887
-9.888849,-12.453365,1.588493,6.622043,0.109626,0.049619,0.026887
-9.888849,-12.453365,1.588493,6.622043,0.109626,0.049619,0.026887
-9.888637,-12.453931,1.588168,6.622043,0.109626,0.049619,0.026887
-9.888637,-12.453931,1.588168,6.621375,0.111422,0.050022,0.027287
-9.888637,-12.453931,1.588168,6.621375,0.111422,0.050022,0.027287
-9.888637,-12.453931,1.588168,6.621375,0.111422,0.050022,0.027287
-9.888637,-12.453931,1.588168,6.621375,0.111422,0.050022,0.027287
-9.889581,-12.451652,1.588048,6.621375,0.111422,0.050022,0.027287
-9.889581,-12.451652,1.588048,6.623713,0.111231,0.049869,0.027233
-9.889581,-12.451652,1.588048,6.623713,0.111231,0.049869,0.027233
-9.889581,-12.451652,1.588048,6.623713,0.111231,0.049869,0.027233
-9.889581,-12.451652,1.588048,6.623713,0.111231,0.049869,0.027233
-9.889581,-12.451652,1.588048,6.623713,0.111231,0.049869,0.027233
-9.888929,-12.450591,1.590256,6.623713,0.111231,0.049869,0.027233
-9.888929,-12.450591,1.590256,6.625284,0.100927,0.047479,0.024933
-9.888929,-12.450591,1.590256,6.625284,0.100927,0.047479,0.024933
